project,file,line,uselib,libraries
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/controllers/logic/dashboard.go,19,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/controllers/logic/error.go,16,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/controllers/logic/init.go,16,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/controllers/logic/login.go,54,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/controllers/logic/page.go,88,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/controllers/query/query.go,128,true,"github.com/eaciit/dbox, github.com/eaciit/orm, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/controllers/struct/global.go,7,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/main.go,157,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/access_menu.go,44,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/orm/v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/application.go,33,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/group.go,44,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/orm/v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/logapp.go,48,true,"github.com/eaciit/orm/v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/sysmenu_m.go,32,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/sysroles_m.go,47,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/sysusers_m.go,36,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/models/user.go,44,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/orm/v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/gpd/webext/init.go,124,true,"github.com/eaciit/acl/v2.0, github.com/eaciit/knot/knot.v1, github.com/eaciit/orm, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_application.go,40,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_audittrail.go,114,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_department.go,204,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_globalconst.go,32,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_globalfilter.go,68,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_globalsearch.go,28,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_log.go,93,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_region.go,231,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_segment.go,31,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysfunction.go,165,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysgroup.go,866,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysgroupaccess.go,201,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysgroupgeography.go,116,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysgrouptemplate.go,430,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysgrouptemplaterelation.go,117,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_syssession.go,16,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysuser.go,452,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/facade/f_sysusergroupassignment.go,45,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/adm.go,25,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/api.go,84,true,"github.com/eaciit/acl/v2.0, github.com/eaciit/dbox, github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/audittrail.go,1158,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/auth.go,567,true,"github.com/eaciit/acl/v2.0, github.com/eaciit/dbox, github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/base.go,648,true,"github.com/eaciit/dbox, github.com/eaciit/acl/v2.0, github.com/eaciit/dbox, github.com/eaciit/knot/knot.v1, github.com/eaciit/orm, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/bef.go,73,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/controlsconduct.go,243,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/customerexperience.go,165,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/dashboard.go,79,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/globalsearch.go,32,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/masterdata.go,507,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/page.go,759,true,"github.com/eaciit/dbox, github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/public.go,78,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/scorecard.go,73,true,"github.com/eaciit/toolkit, github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/setting.go,545,true,"github.com/eaciit/knot/knot.v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/interface/test.go,499,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_application.go,30,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_audittrail.go,41,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_auth.go,361,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_code_decode..go,64,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_controlsconduct.go,639,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_department.go,489,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_globalconst.go,19,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_globalsearch.go,79,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_log.go,31,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_region.go,140,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_sysfunction.go,117,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_sysgroup.go,215,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_sysgrouptemplate.go,88,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/logic/l_sysuser.go,116,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_application.go,151,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_audittrail.go,838,true,"github.com/eaciit/dbox, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_country.go,2,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_department.go,361,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_globalconst.go,123,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_globalfilter.go,122,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_globalsearch.go,95,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_log.go,49,true,"github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_region.go,566,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_segment.go,96,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysfunction.go,311,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysgroup.go,310,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysgroupaccess.go,199,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysgroupgeography.go,669,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysgrouptemplate.go,256,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysgrouptemplaterelation.go,193,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_syssession.go,36,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysuser.go,284,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/query/q_sysusergroupassignment.go,226,true,"github.com/eaciit/dbox"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/struct/audittrail.go,47,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/controllers/struct/global.go,9,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/main.go,163,true,"github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/models/access_menu.go,44,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/orm/v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/models/application.go,33,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/models/group.go,44,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/orm/v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/models/logapp.go,48,true,"github.com/eaciit/orm/v1"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/models/sysmenu_m.go,32,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/models/sysroles_m.go,47,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/models/user.go,44,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/orm/v1, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/apps/main/webext/init.go,151,true,"github.com/eaciit/acl/v2.0, github.com/eaciit/knot/knot.v1, github.com/eaciit/orm, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/helper/encode_decode.go,71,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/helper/helper.go,547,true,"github.com/eaciit/acl/v1.0, github.com/eaciit/dbox, github.com/eaciit/dbox/dbc/mongo, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/helper/ldaplogin.go,310,true,"github.com/eaciit/ldap, github.com/eaciit/toolkit, github.com/eaciit/toolkit"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/helper/uploadfile.go,97,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/acl_accessibility.go,45,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/acl_action.go,26,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/acl_log.go,47,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/action_items.go,37,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/application.go,31,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/bef_config.go,154,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/businessmetrics.go,100,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/businessmetricsdata.go,66,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/config_filter.go,28,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/config_general.go,64,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/config_page.go,27,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/config_summary_field.go,27,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/department.go,50,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/excelconfig.go,42,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/functions.go,25,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/geography.go,30,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/global_const.go,20,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/global_filter.go,46,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/global_search.go,22,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/imagedashboard.go,32,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/incsope.go,19,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative.go,299,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_conducttheme.go,31,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_excel_staging.go,136,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_lifecycle.go,34,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_mapcriticality.go,26,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_principlerisk.go,26,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_productassignment.go,25,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_risksubtype.go,25,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_segment.go,32,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiative_sponsor.go,33,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiativecategory.go,32,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/initiativetags.go,27,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/master_country.go,30,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/master_mapping.go,32,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/masterlifecycle.go,34,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/metric_validation.go,82,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/metric_validation_alpha.go,82,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/metricfiles.go,16,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/modules.go,39,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/raw_coreextract.go,55,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/raw_impactcountry.go,27,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/raw_log.go,24,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/raw_milestones.go,45,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/raw_risk.go,37,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/raw_risk_new.go,23,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/region.go,81,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/scorecard_businessdriver.go,35,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/scorecard_category.go,49,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/scorecard_metric.go,75,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/scorecard_period.go,40,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/squence.go,27,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/summarybusinessdriver.go,36,true,"github.com/eaciit/orm"
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysaction.go,18,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysfunction.go,29,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysgroup.go,47,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysgroupaccess.go,34,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysgroupgeography.go,39,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysgrouptemplate.go,22,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysgrouptemplaterelation.go,18,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/syslog.go,44,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/syssession.go,28,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysuser.go,38,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/models/sysusergroupassignment.go,16,false,""
eaciit/periscope,/Users/ariefdarmawan/Go/src/eaciit/periscope/webapp/apps/web-ss/controllers/api_dashboard.go,278,true,"github.com/eaciit/acl/v2.0, github.com/eaciit/dbox, github.com/eaciit/knot/knot.v1, github.com/eaciit/toolkit"
